1200  4500
  60  336 6.91699
 519  774 5.63008
 320  540 9.01826
 336  698 2.54659
 491  810 0.318377
 251  521 7.01657
 798  973 0.937759
 977  832 9.49068
 695 1070 7.55741
1082    8 6.31802
 778  198 5.821
1033  677 2.57121
 148  844 2.55301
 541  792 7.50483
 722  962 2.38051
 352   39 6.96104
 889  945 9.49101
 312  695 7.91333
1131  278 8.01287
 210  807 1.63502
 237  759 5.33941
 173  147 7.08263
 394  476 5.88706
 741   75 9.67864
  48  384 4.62134
 757  524 1.45794
 242   32 9.70956
1037  637 7.46125
 920   48 1.63897
 536  642 6.19647
 272  141 1.21653
 308  828 5.09562
 148  230 7.48249
 405  580 4.71433
 487  195 5.42822
 332  696 7.50974
 819 1160 2.83419
1035  766 3.5383
 412  725 4.84886
 441  489 6.00855
1040  245 7.83567
 644  859 1.9491
 432  204 2.24265
 190 1142 8.23436
1155  199 2.9205
 106   73 5.31531
   4  924 8.64368
 161  415 7.79337
 982   17 8.21111
 847  278 1.59766
 416  667 4.0762
1061  361 2.56563
 652 1185 2.96673
 460  185 2.83964
 406  713 6.34948
 824  836 2.29572
 764 1070 6.46926
 789  218 6.49744
 318  730 2.22455
1131  405 8.7997
 104  645 8.15903
 541  148 6.44246
 753  859 2.67284
 923  774 2.37503
   6  852 7.54843
 894  419 1.0344
 884  498 2.32816
 479  233 4.75563
 970 1194 7.33829
 473  161 2.13105
 840  435 5.37148
 393  140 9.66959
  78  247 7.28635
 855  180 1.37666
 554  530 9.64901
 478  884 1.05482
 467 1027 7.98497
 124  222 8.77201
 612  563 6.4258
 924 1114 4.56377
 308  678 2.99025
 375   14 3.66058
1037  967 6.89175
 573  190 8.86078
 223 1127 6.10823
 756  502 3.17337
1189  980 8.82539
 746  333 1.78194
  89  225 4.43556
 272  270 7.33314
 923 1085 7.29007
1080  326 3.14982
 590  847 1.63776
 600  160 3.39886
 300  442 7.64539
 309  842 4.46601
1170  363 3.02797
 540  259 7.7064
 355  852 6.28211
 668  609 1.20003
 455 1185 3.60108
 741 1108 5.25795
 713  243 2.99906
1166  265 9.53537
 170  987 6.87287
 263  605 5.06701
 969  935 3.33628
 538  125 2.71606
 284  123 9.55364
 221  141 2.79404
 618  177 7.83141
 887   95 4.84703
 113  506 2.71306
 247  364 0.511097
 143    1 0.611765
 420  235 6.87658
 709  884 4.97314
  74  953 1.72659
 230  460 3.00881
 608  867 6.8746
 920  508 3.61492
 487  239 8.87149
 253   60 3.29258
 607  729 8.8897
1196   35 7.26484
 630  547 9.03271
1068  633 7.06762
 546  946 4.13546
1163  324 5.06914
 999  543 8.34829
 204  455 3.95294
  39   85 2.50277
  55 1007 7.00298
1115 1059 1.75587
 291   51 5.52842
1018  536 9.23411
 987  557 1.58059
  71 1196 7.39457
 757  150 1.44627
 217 1158 6.90558
 771  744 1.76288
 439  458 4.72028
1117  439 8.63554
  27   32 1.58391
 648 1138 5.16079
 211  990 4.0138
1081  553 6.16909
 267  403 7.33758
 695 1022 4.83123
1116 1161 6.21262
  13  647 8.53671
   8  329 2.15275
 679 1126 1.30214
 106  148 1.40322
 385 1060 6.77932
 274  563 5.16916
 663  177 4.99125
 919  379 6.2953
 872 1135 4.08665
  85  372 0.512809
  38  211 9.3557
 513  132 7.9621
  13  196 7.48028
 724  323 3.75511
 330  283 5.75276
 540 1159 0.954793
 104  719 8.65051
 359  369 9.45335
  14  221 8.99757
 949  765 1.06128
 204 1068 5.31146
 632  532 3.55981
 324  938 6.0535
 397  387 8.33526
 593  611 1.31651
 393  179 8.48921
 359 1123 8.66554
1077  732 5.82812
 892  568 6.04887
 865  364 7.72656
 849  274 5.37319
  38   40 8.04446
 337  516 4.36685
 851  496 7.93512
  19  181 4.29525
 350  638 6.97994
 297   49 3.77715
 882  977 8.626
1078 1067 1.94922
 751 1125 4.90684
 874 1159 2.74788
 481  442 1.57447
 734  867 6.25779
 452  790 3.94664
 744  300 3.13393
 478  585 2.99817
1066  381 4.09187
  97  680 7.54411
1006  967 1.05329
 781  176 3.23128
 820 1180 7.63004
 986 1131 1.76099
 390  485 7.19567
1116  414 2.06716
  57 1019 4.71672
1175 1184 4.26989
 166  878 2.45253
  47 1107 7.89232
 369 1163 6.94515
 131 1015 8.86412
 305  252 1.7563
 552  360 5.27959
 612  246 6.79996
 743  853 1.58362
 788 1005 1.67283
 415  713 2.50104
 435 1129 4.25877
1174  326 3.53541
 891  229 0.3273
 338  351 1.5981
 521 1126 5.48371
1148  464 4.59869
 826  728 5.36909
 656  475 9.49745
 217 1177 2.22473
  63  498 3.59645
 252   20 8.6335
 582  828 2.17405
 744  938 9.1355
 123  625 5.22783
 813 1154 6.85416
1076  403 0.495412
 360  888 4.04838
 794  863 4.3311
 869  161 0.771074
 992  481 6.8241
  26  514 7.8075
 797  562 0.474354
 358  326 5.00497
 266  218 1.37177
 790 1080 2.92633
 319  203 3.55612
  89  501 3.71325
 998  612 0.663422
 726  438 4.15661
 916  474 6.45472
 181  674 2.02092
 891  511 4.00173
 595  622 4.50907
 305  737 6.97144
 563  124 5.98532
 613  858 4.80971
1188 1004 2.51779
 645  240 8.00785
  36  388 2.4273
 421  438 7.36309
1184  405 7.72056
1057 1132 2.05083
 560  162 6.96324
 956  936 5.32538
1112  997 1.52921
 463 1199 1.49899
 130  409 3.39256
 886  394 5.72217
 897  780 6.11328
 372  627 5.78375
 410   35 8.13936
1020  365 5.83506
1114   55 5.79175
 655  334 4.57958
1020 1033 2.79069
 529  869 1.66592
1134  892 8.41084
1044 1164 7.85698
 369  960 7.62373
 555  550 1.16417
 812  175 0.908396
 914 1014 3.17772
 787  178 1.39559
 698  546 4.76813
1043  909 8.06193
 289  453 3.79608
 310 1052 5.29182
 350  994 3.4473
 982  695 9.79188
 921   71 0.84779
 460  722 4.60335
 401  468 8.43187
 165 1156 5.79786
 618 1107 8.4929
 692   22 7.65319
1000   92 9.12298
  95  883 5.7944
 407 1162 7.40551
  61  188 3.39872
 281  324 8.20636
  73  228 2.00745
 599   64 4.72499
 162  309 8.73365
 681  365 0.666406
 785 1154 5.61971
1098  239 5.05608
  77  465 5.21469
 525  431 0.430509
  91  617 0.989576
1114   81 9.68905
 889  973 2.47745
 457  914 9.79418
 776  838 6.72121
 415  611 4.73052
1030  125 3.26044
 155   21 0.746308
  34   13 9.45179
1197 1097 9.50179
 752  259 8.98612
 203  907 5.75351
1047 1058 2.02761
 939 1064 3.26772
 408  599 7.96166
 199  403 7.67508
 352  837 8.75167
 874   78 8.06681
 504  356 4.92121
  25  425 1.74548
 826  124 2.94455
 432 1059 7.73046
 558  235 4.1736
 206 1108 1.82992
1193  807 1.00309
 251  112 2.05019
 847   63 3.54955
  65  299 6.96655
 175  372 3.87005
 729  873 2.28986
 173  502 4.26593
1111   86 3.64778
 750  735 7.64368
 798  996 8.1093
 760  350 3.68072
 758 1037 2.92292
 611  878 4.25585
1133  973 3.82639
 677  337 2.83271
 890  148 7.78783
 580  278 1.18733
 432  504 8.68893
1057  813 6.32834
1170 1035 6.71894
 977  454 3.18254
 149 1138 3.31927
 263 1141 9.65097
 723   50 0.555222
 405 1187 9.70953
 571  263 0.488528
 679  187 7.42273
 941 1155 5.59235
 243  969 5.41243
 510  511 6.19352
1056  139 9.78892
1142 1180 4.08574
1141 1047 1.9929
 879 1169 0.975741
 164  480 9.69856
 979   14 7.7221
 486  647 7.53266
 245  911 5.831
